
2023/06/06 (23:51:17) | ===> btop++ v.1.2.13
2023/12/04 (02:00:43) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:00:49) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:00:55) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:01:01) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:01:07) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:01:13) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:01:19) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:01:25) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:02:31) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:02:37) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:02:43) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:02:49) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:02:55) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:03:01) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:03:07) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:03:13) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:03:19) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:03:25) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:04:30) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:04:36) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:04:42) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:04:48) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:04:54) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:05:00) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:05:06) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:05:12) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:05:18) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:05:23) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:06:29) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:06:35) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:06:41) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:06:47) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:06:53) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:06:59) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:07:05) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:07:11) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:07:17) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:07:23) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:08:28) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:08:34) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:08:40) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:08:46) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:08:53) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:08:59) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:09:05) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:09:11) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:09:17) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:09:23) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:10:28) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:10:34) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:10:40) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:10:46) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:10:52) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:10:58) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:11:04) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:11:10) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:11:16) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:11:22) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:12:28) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:12:34) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:12:40) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:12:46) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:12:52) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:12:58) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:13:04) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:13:10) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:13:16) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:13:22) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:14:27) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:14:33) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:14:39) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:14:45) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:14:50) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:14:56) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:15:02) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:15:08) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:15:14) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:15:21) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:16:26) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:16:32) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:16:38) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:16:44) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:16:50) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:16:56) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:17:02) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:17:08) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:17:14) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:17:20) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:18:26) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:18:32) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:18:38) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:18:44) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:18:50) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:18:56) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:19:02) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:19:08) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:19:14) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:19:20) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:20:25) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:20:31) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:20:37) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:20:43) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:20:49) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:20:55) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:21:01) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:21:07) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:21:13) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:21:19) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:22:25) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:22:31) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:22:37) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:22:43) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:22:49) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:22:55) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:23:01) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:23:07) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:23:13) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:23:19) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:24:25) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:24:31) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:24:37) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:24:43) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:24:49) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:24:55) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:25:01) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:25:07) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:25:13) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:25:19) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:26:24) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:26:30) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:26:36) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:26:42) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:26:48) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:26:54) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:27:00) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:27:06) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:27:12) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:27:18) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:28:24) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:28:30) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:28:36) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:28:42) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:28:48) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:28:54) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:29:00) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:29:06) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:29:12) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:29:18) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:30:24) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:30:30) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:30:36) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:30:42) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:30:48) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:30:54) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:31:00) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:31:06) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:31:12) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:31:18) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:32:23) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:32:29) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:32:35) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:32:41) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:32:47) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:32:53) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:32:59) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:33:04) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:33:10) | ERROR: Stall in Runner thread, restarting!
2023/12/04 (02:33:16) | ERROR: Stall in Runner thread, restarting!

2024/01/05 (16:57:46) | ===> btop++ v.1.2.13
2024/01/05 (16:57:46) | ERROR: Stall in Runner thread, restarting!
2024/01/05 (21:37:35) | ERROR: Stall in Runner thread, restarting!
2024/01/05 (21:38:02) | ERROR: Stall in Runner thread, restarting!
2024/01/05 (21:38:25) | ERROR: Stall in Runner thread, restarting!
2024/01/05 (21:38:51) | ERROR: Stall in Runner thread, restarting!
2024/01/05 (21:39:04) | ERROR: Stall in Runner thread, restarting!
2024/01/05 (21:39:16) | ERROR: Stall in Runner thread, restarting!
2024/01/05 (21:43:41) | ERROR: Stall in Runner thread, restarting!

2024/01/09 (15:03:31) | ===> btop++ v.1.3.0
2024/01/09 (15:03:31) | WARNING: ROCm SMI: Failed to get maximum GPU temperature, defaulting to 110°C

2024/01/09 (15:03:33) | ===> btop++ v.1.3.0
2024/01/09 (15:03:33) | WARNING: ROCm SMI: Failed to get maximum GPU temperature, defaulting to 110°C

2024/01/09 (15:03:40) | ===> btop++ v.1.3.0
2024/01/09 (15:03:40) | WARNING: ROCm SMI: Failed to get maximum GPU temperature, defaulting to 110°C

2024/01/09 (15:18:47) | ===> btop++ v.1.3.0
2024/01/09 (15:18:47) | WARNING: ROCm SMI: Failed to get maximum GPU temperature, defaulting to 110°C

2024/01/09 (15:18:48) | ===> btop++ v.1.3.0
2024/01/09 (15:18:48) | WARNING: ROCm SMI: Failed to get maximum GPU temperature, defaulting to 110°C

2024/01/09 (15:18:49) | ===> btop++ v.1.3.0
2024/01/09 (15:18:49) | WARNING: ROCm SMI: Failed to get maximum GPU temperature, defaulting to 110°C

2024/01/09 (15:18:49) | ===> btop++ v.1.3.0
2024/01/09 (15:18:49) | WARNING: ROCm SMI: Failed to get maximum GPU temperature, defaulting to 110°C

2024/01/09 (15:18:50) | ===> btop++ v.1.3.0
2024/01/09 (15:18:50) | WARNING: ROCm SMI: Failed to get maximum GPU temperature, defaulting to 110°C

2024/01/10 (16:55:37) | ===> btop++ v.1.3.0
2024/01/10 (16:55:37) | WARNING: ROCm SMI: Failed to get maximum GPU temperature, defaulting to 110°C

2024/01/10 (16:55:39) | ===> btop++ v.1.3.0
2024/01/10 (16:55:39) | WARNING: ROCm SMI: Failed to get maximum GPU temperature, defaulting to 110°C

2024/01/10 (16:55:47) | ===> btop++ v.1.3.0
2024/01/10 (16:55:47) | WARNING: ROCm SMI: Failed to get maximum GPU temperature, defaulting to 110°C

2024/01/10 (16:56:05) | ===> btop++ v.1.3.0
2024/01/10 (16:56:05) | WARNING: ROCm SMI: Failed to get maximum GPU temperature, defaulting to 110°C

2024/01/10 (16:56:38) | ===> btop++ v.1.3.0
2024/01/10 (16:56:38) | WARNING: ROCm SMI: Failed to get maximum GPU temperature, defaulting to 110°C

2024/01/10 (16:56:50) | ===> btop++ v.1.3.0
2024/01/10 (16:56:50) | WARNING: ROCm SMI: Failed to get maximum GPU temperature, defaulting to 110°C

2024/01/10 (17:00:43) | ===> btop++ v.1.3.0
2024/01/10 (17:00:43) | WARNING: ROCm SMI: Failed to get maximum GPU temperature, defaulting to 110°C

2024/01/10 (18:06:54) | ===> btop++ v.1.3.0
2024/01/10 (18:06:54) | WARNING: ROCm SMI: Failed to get maximum GPU temperature, defaulting to 110°C

2024/01/10 (18:07:21) | ===> btop++ v.1.3.0
2024/01/10 (18:07:21) | WARNING: ROCm SMI: Failed to get maximum GPU temperature, defaulting to 110°C

2024/01/10 (18:19:18) | ===> btop++ v.1.3.0
2024/01/10 (18:19:18) | WARNING: ROCm SMI: Failed to get maximum GPU temperature, defaulting to 110°C

2024/01/10 (18:43:42) | ===> btop++ v.1.3.0
2024/01/10 (18:43:42) | WARNING: ROCm SMI: Failed to get maximum GPU temperature, defaulting to 110°C

2024/01/12 (09:52:17) | ===> btop++ v.1.3.0
2024/01/12 (09:52:17) | WARNING: ROCm SMI: Failed to get maximum GPU temperature, defaulting to 110°C

2024/01/15 (07:41:50) | ===> btop++ v.1.3.0
2024/01/15 (07:41:50) | WARNING: ROCm SMI: Failed to get maximum GPU temperature, defaulting to 110°C

2024/01/15 (07:41:50) | ===> btop++ v.1.3.0
2024/01/15 (07:41:50) | WARNING: ROCm SMI: Failed to get maximum GPU temperature, defaulting to 110°C

2024/01/15 (11:00:52) | ===> btop++ v.1.3.0
2024/01/15 (11:00:52) | WARNING: ROCm SMI: Failed to get maximum GPU temperature, defaulting to 110°C

2024/01/15 (13:23:51) | ===> btop++ v.1.3.0
2024/01/15 (13:23:51) | WARNING: ROCm SMI: Failed to get maximum GPU temperature, defaulting to 110°C
